经济学原理（上下）,9.1,"经济学	曼昆	经济学原理	经济学入门	经济	经典	教材	economics	"
C程序设计语言,9.4,"C	c语言	编程	计算机	程序设计	经典	编程语言	C/C++	"
计算机程序的构造和解释,9.5,"计算机科学	计算机	编程	SICP	程序设计	经典	LISP	Scheme	"
算法导论（原书第2版）,9.3,"算法	算法导论	计算机	编程	经典	计算机科学	algorithm	程序设计	"
Android开发精要,8.1,"Android	编程	计算机	android	互联网	范老师	计算机技术	大牛之作	"
编程珠玑,9.1,"编程	算法	编程艺术	计算机	程序设计	算法与数据结构	计算机科学	programming	"
Google Android开发入门指南,7.7,"Android	编程	入门	计算机	Google	开发入门指南	软件开发	计算机科学	"
黑客与画家,8.8,"计算机	互联网	黑客	创业	编程	阮一峰	软件开发	美国	"
JavaScript高级程序设计（第3版）,9.2,"JavaScript	Web前端开发	前端开发	前端	javascript	编程	Web开发	计算机	"
算法（第4版）,9.4,"算法	计算机	编程	计算机科学	Algorithms	计算机-算法	经典	Java	"
Android编程权威指南,8.5,"Android	android	编程	移动开发	计算机	软件开发	程序设计	移动互联网	"
第一行代码,8.5,"Android	编程	移动开发	入门	很适合初学者的一本书	计算机	软件开发	程序设计	"
第一行代码：Android（第2版）,8.5,"Android	特别适合Android初学者的书	移动开发	编程	安卓开发	安卓	android	Java	"
C++应用程序性能优化,7.1,"C++	性能优化	C/C++	优化	Programming	计算机科学	编程	C|C++	"
编码,9.3,"计算机	计算机科学	计算机原理	编程	编码	科普	底层探索	技术	"
三体Ⅲ,9.2,"科幻	刘慈欣	三体	小说	中国科幻	科幻小说	中国	硬科幻	"
策略思维,8.5,"博弈论	思维	经济学	策略	博弈	经济	管理	谋略	"
经济学通识,8.3,"经济学	经济	薛兆丰	罗辑思维	经济自由主义	思维	经管	2015	"
大话移动APP测试：Android与 iOS应用测试指南,7.6,"软件测试	移动测试	测试	互联网	大话移动APP测试：Android与	IT	Android	移动	"
贝壳,8.2,"诗歌	曼德尔施塔姆	俄罗斯	外国文学	诗	贝壳:曼德尔施塔姆诗选	小白桦诗库	文学	"
深入理解计算机系统,9.5,"计算机系统	计算机	计算机科学	操作系统	编程	程序员	programming	OS	"
伟大的博弈,8.3,"金融	华尔街	经济	历史	博弈	经济学	美国	投资	"
温柔的幻影,8.5,"茨维塔耶娃	诗歌	俄罗斯	外国文学	诗	俄罗斯文学	文学	温柔的幻影	"
为什么学生不喜欢上学?,9.3,"教育	心理学	认知心理学	学习方法	学习	教育学	思维	心理	"
珊瑚岛上的死光,7.5,"科幻	童恩正	中国科幻	中国	小说	科幻小说	硬科幻	经典	"
银河系漫游指南,8.8,"科幻	银河系漫游指南	道格拉斯?亚当斯	英国	科幻小说	小说	幽默	经典	"
三体,8.8,"科幻	刘慈欣	三体	科幻小说	中国	小说	中国科幻	硬科幻	"
极简宇宙史,9.1,"科普	宇宙	天文	宇宙学	科学	我想读这本书	想读，一定很精彩！	好书，值得一读	"
艾特玛托夫作品精粹,8.7,"艾特玛托夫	外国文学	小说集	小说	文学	Ч.Айтматов_吉尔吉斯	白轮船	虚构文学	"
你一生的故事,8.6,"科幻	科幻小说	小说	特德・姜	美国	外国文学	美国文学	特德姜	"
